acct_nbr,rtxn_nbr,cust_cd,tran_amt,post_dt,data_dt,cust_type,mjaccttypcd,rtxnsourcecd,accttypcd,term_cd,branch_acct,currencycd,miaccttypcd,mjmidesc,branch_thgd,is_cash,created_at,intrtxndesctext,mcc
2f9c4791-8a9d-4,13014,d5d425a7-5b0d-43c4-b711-ae185e0ef2f3,1621390,20240108,20240131,CN,CK,ONLI,TGTT,KKH,1045,VND,G270,TKTT FIRST KHTN (CN) VND,1032,0,20240108,CUOC GRAB,0000
270a5679-930c-4,13015,e0f5f046-2e13-4230-895d-42ac6c2182c3,-287152,20240107,20240131,CN,CK,MAPP,TGTT,KKH,1001,VND,G270,TKTT FIRST KHTN (CN) VND,1035,0,20240117,CUOC GRAB,5812
13a6dd97-c0bd-4,13016,3cb06cdf-3769-42d3-bb1e-39f7ee0de08b,-4328181,20240105,20240131,CN,SAV,BRANCH,TGTT,KKH,1002,VND,G270,TKTT FIRST KHTN (CN) VND,1006,0,20240118,BOOK PHONG AGODA,4722
8993fad9-509b-4,13017,796621ee-d6c0-4cb9-af94-cfabfac0cd39,-3040437,20240105,20240131,CN,CK,MAPP,TGTT,KKH,1040,VND,G270,TKTT FIRST KHTN (CN) VND,1031,0,20240108,CHUYEN KHOAN QUA APP,0000
3f54e46a-fa14-4,13018,4a444c44-bb2c-4490-bfeb-11b04753046b,-3267086,20240120,20240131,CN,CK,ONLI,TGTT,KKH,1027,VND,G270,TKTT FIRST KHTN (CN) VND,1004,0,20240130,THANH TOAN XANH SM,4722
c2ee1417-cae0-4,13019,85b76f15-8ce3-416b-906b-1680aaa249fb,111282,20240105,20240131,CN,SAV,ONLI,TGTT,KKH,1019,VND,G270,TKTT FIRST KHTN (CN) VND,1014,0,20240114,MUA TREN SHOPEE,5812
dea68eb9-307f-4,13020,59b71138-9d50-4ccc-9b67-77aed3196606,1776800,20240112,20240131,CN,SAV,ONLI,TGTT,KKH,1041,VND,G270,TKTT FIRST KHTN (CN) VND,1044,0,20240113,CHUYEN KHOAN QUA APP,4722
07fce9bf-8a7d-4,13021,a4572b19-2f43-4f81-a2c0-cb2835111f63,-1836745,20240121,20240131,CN,CK,ONLI,TGTT,KKH,1003,VND,G270,TKTT FIRST KHTN (CN) VND,1044,0,20240124,BOOK PHONG AGODA,7311
00edd43e-07f2-4,13022,4b34d971-be25-43ed-a682-333aa877bbc2,-3695399,20240120,20240131,CN,SAV,MAPP,TGTT,KKH,1029,VND,G270,TKTT FIRST KHTN (CN) VND,1038,0,20240126,THANH TOAN XANH SM,5812
81643d0f-4f51-4,13023,613bc94f-cfcc-40d5-9ea8-850b9b5838f3,2985976,20240105,20240131,CN,CK,MAPP,TGTT,KKH,1030,VND,G270,TKTT FIRST KHTN (CN) VND,1001,0,20240117,CHUYEN KHOAN QUA APP,4722
c3e142b9-5d01-4,13024,3a27810d-54ea-4ca6-a4a2-9de0af3a300a,3583618,20240123,20240131,CN,SAV,ONLI,TGTT,KKH,1040,VND,G270,TKTT FIRST KHTN (CN) VND,1039,0,20240102,BOOK PHONG AGODA,4121
64993b44-d775-4,13025,4ff0f376-c17c-453f-9dbc-074272126371,-2235117,20240125,20240131,CN,CK,MAPP,TGTT,KKH,1021,VND,G270,TKTT FIRST KHTN (CN) VND,1035,0,20240130,MUA TREN SHOPEE,5411
3b7eae50-13cd-4,13026,9f788e67-d334-4f41-82fc-f3852f8c094b,-792522,20240107,20240131,CN,SAV,MAPP,TGTT,KKH,1008,VND,G270,TKTT FIRST KHTN (CN) VND,1000,0,20240108,XEM PHIM CGV,7311
ee213b2d-d2a2-4,13027,67dc622c-0e63-4363-be98-afcfdc268c5c,-4180688,20240101,20240131,CN,CK,BRANCH,TGTT,KKH,1008,VND,G270,TKTT FIRST KHTN (CN) VND,1015,0,20240111,MUA TREN SHOPEE,4900
b6308271-2d13-4,13028,2816d740-56ab-4771-bb1e-9ab9c272e32a,-2723027,20240125,20240131,CN,CK,MAPP,TGTT,KKH,1030,VND,G270,TKTT FIRST KHTN (CN) VND,1005,0,20240130,CHUYEN KHOAN QUA APP,0000
64d1b37d-a508-4,13029,7c21e04b-1cbb-44e9-ab37-77f96453b2a6,2670003,20240119,20240131,CN,CK,ONLI,TGTT,KKH,1015,VND,G270,TKTT FIRST KHTN (CN) VND,1007,0,20240104,CHUYEN KHOAN QUA APP,4121
f3848ea4-2c26-4,13030,9827b674-8ddb-4557-916a-06caa24d315d,-1348021,20240102,20240131,CN,CK,WWW,TGTT,KKH,1034,VND,G270,TKTT FIRST KHTN (CN) VND,1015,0,20240126,XEM PHIM CGV,4722
007abf94-2041-4,13031,6e0787e2-e5ec-4af3-9122-2f72c9efd4f6,1046922,20240112,20240131,CN,CK,ONLI,TGTT,KKH,1021,VND,G270,TKTT FIRST KHTN (CN) VND,1039,0,20240125,XEM PHIM CGV,4722
5af6e7fa-eaa8-4,13032,b1ab91b5-e7c3-4b9f-9306-afe389545999,4461844,20240110,20240131,CN,SAV,MAPP,TGTT,KKH,1045,VND,G270,TKTT FIRST KHTN (CN) VND,1046,0,20240103,THANH TOAN XANH SM,4900
c25de15d-583f-4,13033,e989cd59-da71-4d41-930a-5705a970fe75,2236378,20240125,20240131,CN,SAV,MAPP,TGTT,KKH,1030,VND,G270,TKTT FIRST KHTN (CN) VND,1011,0,20240127,XEM PHIM CGV,4121
96d8c28f-2f25-4,13034,1416a47c-40c6-4298-a570-1d79e6520727,-465478,20240128,20240131,CN,CK,ONLI,TGTT,KKH,1012,VND,G270,TKTT FIRST KHTN (CN) VND,1005,0,20240108,XEM PHIM CGV,7311
844b77df-2de8-4,13035,148159e3-46fb-4e86-b224-3e80bab2d982,-1331196,20240128,20240131,CN,CK,ONLI,TGTT,KKH,1027,VND,G270,TKTT FIRST KHTN (CN) VND,1036,0,20240126,XEM PHIM CGV,4121
0d65b23e-2a3e-4,13036,d8a6ac60-5284-4cc9-b445-b830035baa0b,-3094729,20240116,20240131,CN,SAV,ONLI,TGTT,KKH,1048,VND,G270,TKTT FIRST KHTN (CN) VND,1047,0,20240107,MUA TREN SHOPEE,5411
edb4bd4e-b42c-4,13037,e616d663-9420-4a88-8751-7cb3c16ea24a,2561400,20240111,20240131,CN,CK,ONLI,TGTT,KKH,1038,VND,G270,TKTT FIRST KHTN (CN) VND,1001,0,20240124,CUOC GRAB,0000
c68d55c8-c421-4,13038,3712c57e-5c73-49c0-b0fe-774e18420606,-3875747,20240118,20240131,CN,SAV,MAPP,TGTT,KKH,1038,VND,G270,TKTT FIRST KHTN (CN) VND,1039,0,20240125,THANH TOAN XANH SM,5411
7227c8df-d8dc-4,13039,8bf407b3-7ac5-49fe-9f02-80363a362045,-4386063,20240130,20240131,CN,SAV,MAPP,TGTT,KKH,1006,VND,G270,TKTT FIRST KHTN (CN) VND,1010,0,20240120,XEM PHIM CGV,5411
312ab9cd-de88-4,13040,09717a47-66d3-4d02-a653-f9eb2327492a,-3951713,20240131,20240131,CN,CK,ONLI,TGTT,KKH,1024,VND,G270,TKTT FIRST KHTN (CN) VND,1010,0,20240116,THANH TOAN XANH SM,4121
db524462-e541-4,13041,b8983d6d-158f-4e05-a706-355540f19194,-2570946,20240126,20240131,CN,CK,BRANCH,TGTT,KKH,1047,VND,G270,TKTT FIRST KHTN (CN) VND,1009,0,20240110,CUOC GRAB,7311
264aa2d3-d3be-4,13042,13f636f5-daca-4e3b-9a31-b4544eb90873,1271234,20240129,20240131,CN,SAV,WWW,TGTT,KKH,1000,VND,G270,TKTT FIRST KHTN (CN) VND,1033,0,20240105,XEM PHIM CGV,4722
7c620429-1844-4,13043,d30a379d-db7b-4324-b62c-333c27634ffb,3613301,20240112,20240131,CN,SAV,ONLI,TGTT,KKH,1049,VND,G270,TKTT FIRST KHTN (CN) VND,1010,0,20240123,THANH TOAN XANH SM,5812
98111a86-9ac9-4,13044,0974545c-20d4-4f25-ab52-83c55229aff6,4926224,20240109,20240131,CN,CK,ONLI,TGTT,KKH,1045,VND,G270,TKTT FIRST KHTN (CN) VND,1041,0,20240106,THANH TOAN XANH SM,7311
1435bfca-8be5-4,13045,6ac558ab-a3e6-442d-b3f9-ecdaa9d6401e,2314841,20240121,20240131,CN,CK,MAPP,TGTT,KKH,1034,VND,G270,TKTT FIRST KHTN (CN) VND,1033,0,20240103,XEM PHIM CGV,7311
919a9e24-b362-4,13046,e3878897-9234-4635-bb27-a48163b15b6f,-3540229,20240122,20240131,CN,CK,ONLI,TGTT,KKH,1010,VND,G270,TKTT FIRST KHTN (CN) VND,1010,0,20240129,XEM PHIM CGV,4900
8a5344d3-66ba-4,13047,0e0e7527-a06a-455d-a4c0-4fc4986a0fde,-2222952,20240107,20240131,CN,CK,BRANCH,TGTT,KKH,1033,VND,G270,TKTT FIRST KHTN (CN) VND,1034,0,20240108,THANH TOAN XANH SM,4722
4febeeb0-7f33-4,13048,1b388126-8bdb-4efc-9466-f46335d644f7,-3680132,20240107,20240131,CN,SAV,MAPP,TGTT,KKH,1017,VND,G270,TKTT FIRST KHTN (CN) VND,1007,0,20240111,CHUYEN KHOAN QUA APP,7311
3507bf6e-7e76-4,13049,e7c21f49-a7cb-4ac7-8f5a-7be9f2296caf,-3844482,20240113,20240131,CN,CK,MAPP,TGTT,KKH,1030,VND,G270,TKTT FIRST KHTN (CN) VND,1009,0,20240118,THANH TOAN XANH SM,5812
93eac4ae-05e4-4,13050,d0c32c9f-6dc2-42a5-abda-16c6bef12705,677326,20240120,20240131,CN,CK,MAPP,TGTT,KKH,1015,VND,G270,TKTT FIRST KHTN (CN) VND,1031,0,20240127,MUA TREN SHOPEE,4121
0fb722aa-48f9-4,13051,1afbdeac-f866-4cec-b8c6-ba2f63848881,4067230,20240113,20240131,CN,CK,ONLI,TGTT,KKH,1045,VND,G270,TKTT FIRST KHTN (CN) VND,1030,0,20240117,BOOK PHONG AGODA,4121
ea77e6ec-e02b-4,13052,29e49dfe-6cb8-41de-8daf-86ae6fb5f3f0,1843263,20240120,20240131,CN,CK,MAPP,TGTT,KKH,1029,VND,G270,TKTT FIRST KHTN (CN) VND,1003,0,20240122,THANH TOAN XANH SM,5812
5619fc2e-257b-4,13053,343af2ad-a1e8-4672-9c9d-d70af1bc832b,3006501,20240128,20240131,CN,SAV,MAPP,TGTT,KKH,1036,VND,G270,TKTT FIRST KHTN (CN) VND,1002,0,20240113,THANH TOAN XANH SM,4121
fcc087ae-d0d4-4,13054,47938b92-0d0e-4b62-9efc-6a6b6e8dd390,80967,20240105,20240131,CN,CK,MAPP,TGTT,KKH,1024,VND,G270,TKTT FIRST KHTN (CN) VND,1044,0,20240114,CHUYEN KHOAN QUA APP,5411
aa8483f3-0d47-4,13055,ebeb3040-fb76-4b00-9e74-20b07b1dca08,-246788,20240125,20240131,CN,SAV,ONLI,TGTT,KKH,1027,VND,G270,TKTT FIRST KHTN (CN) VND,1045,0,20240110,XEM PHIM CGV,4121
430406f4-192c-4,13056,51bb043c-9a53-45bc-813b-694c1210b6d2,4374845,20240114,20240131,CN,CK,BRANCH,TGTT,KKH,1023,VND,G270,TKTT FIRST KHTN (CN) VND,1029,0,20240117,CHUYEN KHOAN QUA APP,5411
a91b7d38-a9ea-4,13057,8e29c858-bbaa-4ccb-aed6-68eb9f8c56e5,2219646,20240116,20240131,CN,CK,ONLI,TGTT,KKH,1033,VND,G270,TKTT FIRST KHTN (CN) VND,1010,0,20240117,CHUYEN KHOAN QUA APP,5812
a80aaec6-1633-4,13058,0614faeb-b2a5-46cd-9d4d-00e63767420b,-406588,20240113,20240131,CN,CK,ONLI,TGTT,KKH,1020,VND,G270,TKTT FIRST KHTN (CN) VND,1046,0,20240125,CUOC GRAB,5812
10297e44-afcc-4,13059,9562ebe0-1e1d-4a56-90a5-8e4557201174,-1674175,20240126,20240131,CN,SAV,ONLI,TGTT,KKH,1048,VND,G270,TKTT FIRST KHTN (CN) VND,1033,0,20240111,CHUYEN KHOAN QUA APP,0000
f4805d0a-072f-4,13060,fb9a9d65-b65d-46f7-a855-5eb77647cf76,-4068725,20240112,20240131,CN,SAV,WWW,TGTT,KKH,1010,VND,G270,TKTT FIRST KHTN (CN) VND,1002,0,20240117,CHUYEN KHOAN QUA APP,7311
7d936484-d460-4,13061,74bfbfc1-9308-4dba-b5d2-3a933e6e8f83,3209829,20240101,20240131,CN,SAV,ONLI,TGTT,KKH,1026,VND,G270,TKTT FIRST KHTN (CN) VND,1041,0,20240109,CHUYEN KHOAN QUA APP,4121
c7d65f3f-5d8b-4,13062,4fd876ea-69b1-495a-b3b8-d782ecd403d0,-3306763,20240108,20240131,CN,SAV,ONLI,TGTT,KKH,1008,VND,G270,TKTT FIRST KHTN (CN) VND,1020,0,20240119,THANH TOAN XANH SM,0000
b785feb8-c942-4,13063,58552851-a059-4f1b-aac3-0a9754cf2b0b,150158,20240108,20240131,CN,CK,ONLI,TGTT,KKH,1015,VND,G270,TKTT FIRST KHTN (CN) VND,1040,0,20240102,BOOK PHONG AGODA,4900
d988a9fa-0aee-4,13064,636168d5-5b62-4d72-a9f1-c2f99a0519d8,1372792,20240123,20240131,CN,SAV,BRANCH,TGTT,KKH,1010,VND,G270,TKTT FIRST KHTN (CN) VND,1010,0,20240103,CUOC GRAB,4722
70b94ce1-3cfc-4,13065,bcac3461-90ec-4679-a782-2685c9394cde,2440781,20240122,20240131,CN,SAV,WWW,TGTT,KKH,1013,VND,G270,TKTT FIRST KHTN (CN) VND,1010,0,20240118,CHUYEN KHOAN QUA APP,4121
4920e279-2f51-4,13066,ec279a5a-df85-4aa4-b9f7-32b8d57a01ed,-4166564,20240127,20240131,CN,SAV,MAPP,TGTT,KKH,1042,VND,G270,TKTT FIRST KHTN (CN) VND,1023,0,20240116,CHUYEN KHOAN QUA APP,7311
f348800d-587f-4,13067,a7e1d66c-36d2-4e9c-a609-754bc0a75bb2,-4893138,20240115,20240131,CN,CK,ONLI,TGTT,KKH,1014,VND,G270,TKTT FIRST KHTN (CN) VND,1034,0,20240102,CHUYEN KHOAN QUA APP,0000
f823d48c-4ce6-4,13068,e1e1e7b9-e84f-4a54-9f56-e41309d6a8c4,2060084,20240103,20240131,CN,CK,ONLI,TGTT,KKH,1021,VND,G270,TKTT FIRST KHTN (CN) VND,1039,0,20240117,XEM PHIM CGV,4121
331f898a-7d58-4,13069,2c06e9bd-d5dc-4201-9e69-2820262d4f65,-456087,20240129,20240131,CN,CK,BRANCH,TGTT,KKH,1041,VND,G270,TKTT FIRST KHTN (CN) VND,1012,0,20240104,XEM PHIM CGV,4900
92dba45b-6453-4,13070,b1fbeb1e-4bd2-4e62-a078-54bb72ba4717,-3188646,20240131,20240131,CN,SAV,ONLI,TGTT,KKH,1041,VND,G270,TKTT FIRST KHTN (CN) VND,1024,0,20240121,THANH TOAN XANH SM,4121
e3691c5c-c85d-4,13071,0ac9a6a6-67b8-4b3d-9449-e05d440f3682,4820274,20240127,20240131,CN,CK,ONLI,TGTT,KKH,1021,VND,G270,TKTT FIRST KHTN (CN) VND,1004,0,20240131,MUA TREN SHOPEE,4900
06957815-ae3c-4,13072,6b57b558-7a9a-4b9d-83be-266673900152,2913541,20240108,20240131,CN,SAV,ONLI,TGTT,KKH,1024,VND,G270,TKTT FIRST KHTN (CN) VND,1009,0,20240120,THANH TOAN XANH SM,4900
8db46c2c-d998-4,13073,2d62776d-5ee2-4760-b5cf-0fa6ac85b50f,785130,20240123,20240131,CN,CK,ONLI,TGTT,KKH,1021,VND,G270,TKTT FIRST KHTN (CN) VND,1037,0,20240117,CHUYEN KHOAN QUA APP,0000
b3101f2d-fea7-4,13074,8fafaf37-c935-4846-8faa-5c7731af54f1,2021070,20240124,20240131,CN,SAV,BRANCH,TGTT,KKH,1002,VND,G270,TKTT FIRST KHTN (CN) VND,1033,0,20240118,CUOC GRAB,7311
a7026764-2a8e-4,13075,689d060a-a81a-4468-af7d-fbb4999651e2,-3449765,20240118,20240131,CN,SAV,ONLI,TGTT,KKH,1038,VND,G270,TKTT FIRST KHTN (CN) VND,1003,0,20240119,XEM PHIM CGV,4900
c12637e3-e239-4,13076,c55f4014-09ae-4643-9056-d19378d4544d,4622251,20240124,20240131,CN,CK,BRANCH,TGTT,KKH,1029,VND,G270,TKTT FIRST KHTN (CN) VND,1024,0,20240117,XEM PHIM CGV,5812
86aa4ba5-fb2b-4,13077,bcac3461-90ec-4679-a782-2685c9394cde,4963670,20240129,20240131,CN,CK,MAPP,TGTT,KKH,1000,VND,G270,TKTT FIRST KHTN (CN) VND,1048,0,20240110,MUA TREN SHOPEE,4900
898679ef-0677-4,13078,2ad25195-7c2a-4ba6-9643-362fca5572f5,1484455,20240107,20240131,CN,SAV,ONLI,TGTT,KKH,1044,VND,G270,TKTT FIRST KHTN (CN) VND,1034,0,20240103,MUA TREN SHOPEE,5812
eecb2931-0d1f-4,13079,5b71c428-ddd3-4753-a14c-cd2dc3c5c867,1683126,20240129,20240131,CN,SAV,WWW,TGTT,KKH,1002,VND,G270,TKTT FIRST KHTN (CN) VND,1021,0,20240106,MUA TREN SHOPEE,5812
67e0dcda-6922-4,13080,ad2838aa-ce1e-479c-824d-93b246c5c685,2044585,20240122,20240131,CN,SAV,MAPP,TGTT,KKH,1046,VND,G270,TKTT FIRST KHTN (CN) VND,1022,0,20240125,CUOC GRAB,5411
9a069a0c-c588-4,13081,bc3c5005-5b7a-4b90-97ff-3a62b86fd967,1657862,20240125,20240131,CN,SAV,MAPP,TGTT,KKH,1016,VND,G270,TKTT FIRST KHTN (CN) VND,1023,0,20240118,CHUYEN KHOAN QUA APP,5411
5d5c4c32-05d7-4,13082,ca31b964-ae21-4c33-a3b0-f2351cc80a7a,-614591,20240112,20240131,CN,SAV,ONLI,TGTT,KKH,1032,VND,G270,TKTT FIRST KHTN (CN) VND,1009,0,20240128,CUOC GRAB,5812
65731de0-dacf-4,13083,4a444c44-bb2c-4490-bfeb-11b04753046b,406762,20240115,20240131,CN,SAV,WWW,TGTT,KKH,1012,VND,G270,TKTT FIRST KHTN (CN) VND,1002,0,20240128,CUOC GRAB,4900
8938244f-b536-4,13084,7a14a929-5c15-4c75-87d8-c7ee0eda1ecc,-2172738,20240108,20240131,CN,CK,WWW,TGTT,KKH,1007,VND,G270,TKTT FIRST KHTN (CN) VND,1010,0,20240107,XEM PHIM CGV,0000
5fdcede2-3fd6-4,13085,26178a33-9afb-4868-af64-ae810457a310,-531520,20240129,20240131,CN,SAV,MAPP,TGTT,KKH,1031,VND,G270,TKTT FIRST KHTN (CN) VND,1033,0,20240116,BOOK PHONG AGODA,4900
d6239481-f4d4-4,13086,fa4fbec2-83a7-4791-ae33-c8936f7776ae,-638966,20240116,20240131,CN,SAV,MAPP,TGTT,KKH,1025,VND,G270,TKTT FIRST KHTN (CN) VND,1015,0,20240106,CUOC GRAB,0000
049a130a-7042-4,13087,e9bd9821-52c6-4b5b-a524-5d6cadb9b059,-2118595,20240105,20240131,CN,CK,ONLI,TGTT,KKH,1005,VND,G270,TKTT FIRST KHTN (CN) VND,1025,0,20240122,BOOK PHONG AGODA,4900
07e9f009-0ba1-4,13088,6db6e653-fd58-4320-8e1e-87d92e176350,2867048,20240105,20240131,CN,CK,MAPP,TGTT,KKH,1011,VND,G270,TKTT FIRST KHTN (CN) VND,1042,0,20240113,MUA TREN SHOPEE,5411
e77c9665-81b0-4,13089,2165ff34-32df-46e3-a7be-df285cd23247,-903279,20240109,20240131,CN,CK,ONLI,TGTT,KKH,1007,VND,G270,TKTT FIRST KHTN (CN) VND,1018,0,20240117,CHUYEN KHOAN QUA APP,5411
89fe063b-1de6-4,13090,48efdb89-fb24-4b3a-9a60-554a3bd0b59d,517152,20240113,20240131,CN,CK,MAPP,TGTT,KKH,1028,VND,G270,TKTT FIRST KHTN (CN) VND,1027,0,20240110,XEM PHIM CGV,4722
6824e6d5-7519-4,13091,ca31b964-ae21-4c33-a3b0-f2351cc80a7a,-3439094,20240130,20240131,CN,SAV,ONLI,TGTT,KKH,1019,VND,G270,TKTT FIRST KHTN (CN) VND,1047,0,20240102,XEM PHIM CGV,5812
30adb441-fd37-4,13092,27826513-9e5a-4e23-a758-c42c832908cc,-250330,20240115,20240131,CN,CK,ONLI,TGTT,KKH,1044,VND,G270,TKTT FIRST KHTN (CN) VND,1037,0,20240120,XEM PHIM CGV,4900
a8ed4f09-9c6e-4,13093,05a8cd95-50f6-4188-b432-312199857567,2614553,20240108,20240131,CN,CK,WWW,TGTT,KKH,1012,VND,G270,TKTT FIRST KHTN (CN) VND,1020,0,20240103,MUA TREN SHOPEE,4121
47213edd-4f46-4,13094,841ad668-867a-49ce-b743-58b960096a84,-554743,20240112,20240131,CN,SAV,BRANCH,TGTT,KKH,1044,VND,G270,TKTT FIRST KHTN (CN) VND,1046,0,20240119,BOOK PHONG AGODA,5812
b78acf46-da1c-4,13095,ad7acbbd-7221-49af-a529-05693c76106a,577413,20240120,20240131,CN,CK,ONLI,TGTT,KKH,1007,VND,G270,TKTT FIRST KHTN (CN) VND,1016,0,20240127,BOOK PHONG AGODA,0000
7710d6ef-bebe-4,13096,0e0e7527-a06a-455d-a4c0-4fc4986a0fde,2017065,20240129,20240131,CN,SAV,MAPP,TGTT,KKH,1017,VND,G270,TKTT FIRST KHTN (CN) VND,1049,0,20240111,CHUYEN KHOAN QUA APP,4722
c4d96d1d-d9a1-4,13097,1440894e-27d2-450d-af7f-ad5fb930521a,-1110244,20240109,20240131,CN,CK,ONLI,TGTT,KKH,1025,VND,G270,TKTT FIRST KHTN (CN) VND,1046,0,20240110,THANH TOAN XANH SM,7311
c7234907-1514-4,13098,eef9d108-9f33-43cd-85ce-13aa73b4fcb6,-1467174,20240127,20240131,CN,CK,MAPP,TGTT,KKH,1019,VND,G270,TKTT FIRST KHTN (CN) VND,1041,0,20240104,CHUYEN KHOAN QUA APP,4722
72b133e7-4227-4,13099,96237163-1944-4ec2-b515-8462b718bf25,-4142580,20240115,20240131,CN,SAV,MAPP,TGTT,KKH,1032,VND,G270,TKTT FIRST KHTN (CN) VND,1016,0,20240106,BOOK PHONG AGODA,5812
9cc97855-1607-4,13100,c85e5fdf-3036-40e7-97b4-240ad9dbef56,822723,20240115,20240131,CN,CK,WWW,TGTT,KKH,1007,VND,G270,TKTT FIRST KHTN (CN) VND,1007,0,20240123,BOOK PHONG AGODA,4722
368d1f6b-0eb4-4,13101,a6ac148d-9ce4-4b9a-bb78-29a06b16ec48,2069585,20240131,20240131,CN,SAV,ONLI,TGTT,KKH,1047,VND,G270,TKTT FIRST KHTN (CN) VND,1022,0,20240111,XEM PHIM CGV,0000
6f46a82a-f8e2-4,13102,457f105f-e7d8-43f8-bdee-f84928233f01,812524,20240113,20240131,CN,SAV,ONLI,TGTT,KKH,1011,VND,G270,TKTT FIRST KHTN (CN) VND,1026,0,20240103,CUOC GRAB,0000
db998a5a-5632-4,13103,e586e105-b15a-4f22-8f7c-547dfd51d5d8,-2164746,20240115,20240131,CN,CK,ONLI,TGTT,KKH,1001,VND,G270,TKTT FIRST KHTN (CN) VND,1046,0,20240129,CUOC GRAB,5411
29a6b045-2966-4,13104,a97f7e6b-762b-42e4-9510-c541d1d0b7cd,-2376631,20240122,20240131,CN,CK,MAPP,TGTT,KKH,1015,VND,G270,TKTT FIRST KHTN (CN) VND,1025,0,20240125,CUOC GRAB,5812
78cf198f-f0ff-4,13105,3ec45a95-8e74-48c2-898f-d6fe5f7216fe,-3405123,20240105,20240131,CN,SAV,ONLI,TGTT,KKH,1049,VND,G270,TKTT FIRST KHTN (CN) VND,1041,0,20240129,CUOC GRAB,4722
ee16175a-f5d0-4,13106,6f055139-a3c5-4cc8-8658-f8a7eb25e0ac,-4530091,20240110,20240131,CN,SAV,ONLI,TGTT,KKH,1042,VND,G270,TKTT FIRST KHTN (CN) VND,1018,0,20240126,THANH TOAN XANH SM,4900
d2b6e08a-15bf-4,13107,3226c3ca-5647-4982-a248-2545c6f9a4fa,-731219,20240123,20240131,CN,SAV,ONLI,TGTT,KKH,1042,VND,G270,TKTT FIRST KHTN (CN) VND,1033,0,20240116,XEM PHIM CGV,4722
678f062d-e7df-4,13108,21c4d088-1550-4007-a0eb-28dc862db38b,-3394796,20240130,20240131,CN,SAV,MAPP,TGTT,KKH,1036,VND,G270,TKTT FIRST KHTN (CN) VND,1014,0,20240101,THANH TOAN XANH SM,5411
b9b1083d-169a-4,13109,f84c829a-59d5-4173-9905-bb0a4b7c0f7d,1907977,20240125,20240131,CN,SAV,WWW,TGTT,KKH,1010,VND,G270,TKTT FIRST KHTN (CN) VND,1003,0,20240117,MUA TREN SHOPEE,5411
168e2ba2-03f1-4,13110,f84c829a-59d5-4173-9905-bb0a4b7c0f7d,4617330,20240112,20240131,CN,CK,ONLI,TGTT,KKH,1016,VND,G270,TKTT FIRST KHTN (CN) VND,1000,0,20240103,XEM PHIM CGV,0000
71820ce9-b336-4,13111,7f66a586-73db-48f4-a951-a219a7be90bd,-4265184,20240117,20240131,CN,CK,ONLI,TGTT,KKH,1043,VND,G270,TKTT FIRST KHTN (CN) VND,1043,0,20240117,CHUYEN KHOAN QUA APP,4722
9a0c0e9b-3d5b-4,13112,b8a3447c-fc1e-4d8c-9bd1-ef558cbee6db,3929557,20240109,20240131,CN,CK,ONLI,TGTT,KKH,1029,VND,G270,TKTT FIRST KHTN (CN) VND,1027,0,20240110,CHUYEN KHOAN QUA APP,4121
a3d0137f-c968-4,13113,4a3453c6-0619-4a01-ba3a-12c78ed18ccd,1577160,20240129,20240131,CN,SAV,ONLI,TGTT,KKH,1043,VND,G270,TKTT FIRST KHTN (CN) VND,1039,0,20240105,MUA TREN SHOPEE,4900
4766ccc3-f4fb-4,13114,d0c4e574-c24e-422b-8648-27fd8b0bf258,3602789,20240126,20240131,CN,SAV,MAPP,TGTT,KKH,1007,VND,G270,TKTT FIRST KHTN (CN) VND,1009,0,20240119,THANH TOAN XANH SM,4900
142aa54c-54df-4,13115,90a822b1-d3a8-45cb-ad7c-245518227a35,-3450411,20240105,20240131,CN,CK,MAPP,TGTT,KKH,1022,VND,G270,TKTT FIRST KHTN (CN) VND,1027,0,20240120,THANH TOAN XANH SM,7311
8c762ddf-c468-4,13116,fe531779-78b5-454a-84e5-62859e3cf95c,4064820,20240109,20240131,CN,SAV,ONLI,TGTT,KKH,1009,VND,G270,TKTT FIRST KHTN (CN) VND,1035,0,20240105,CUOC GRAB,4121
4785d31d-973f-4,13117,936beab3-1f5a-4dfb-8412-2476910f6308,4578718,20240105,20240131,CN,CK,WWW,TGTT,KKH,1005,VND,G270,TKTT FIRST KHTN (CN) VND,1017,0,20240103,XEM PHIM CGV,4722
bac85c20-02f7-4,13118,92d4a1f5-9c8c-42b4-b1c0-3a4b9618a160,4067141,20240123,20240131,CN,CK,MAPP,TGTT,KKH,1000,VND,G270,TKTT FIRST KHTN (CN) VND,1039,0,20240107,CHUYEN KHOAN QUA APP,0000
3e801bf7-2baf-4,13119,ce760f0e-35d6-4670-a0a6-ff82658a6a57,2854996,20240114,20240131,CN,CK,BRANCH,TGTT,KKH,1010,VND,G270,TKTT FIRST KHTN (CN) VND,1002,0,20240116,MUA TREN SHOPEE,4121
3f5e4248-94fd-4,13120,75a16297-d906-4cf2-8b72-e20318a6df5c,-4096957,20240107,20240131,CN,SAV,ONLI,TGTT,KKH,1040,VND,G270,TKTT FIRST KHTN (CN) VND,1042,0,20240119,BOOK PHONG AGODA,7311
cba1cdcd-ef4b-4,13121,e85fc891-cce7-4042-9817-2dadf2bece11,-2792689,20240109,20240131,CN,CK,MAPP,TGTT,KKH,1022,VND,G270,TKTT FIRST KHTN (CN) VND,1045,0,20240115,MUA TREN SHOPEE,5812
